ID,Tweet,Affect Dimension,intensity
2018-En-03562,It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing,sadness,NONE
2018-En-03377,At the end of my tether with trying to get any truth or reassurance that our house will be built. #depressed #angry #stillwaiting #Bovis,sadness,NONE
2018-En-01313,It is a shameful thing to be weary of inquiry when what we search for is excellent. - Marcus Tulius Cicero #ALDUBersaryin5Days @lynie1283,sadness,NONE
2018-En-00691,Found out the peraon i liked wanted to that someone else #sadness,sadness,NONE
2018-En-01582,"I dreamt that my dog, Snoopy, came back to life. Man I miss that dog 🙁",sadness,NONE
2018-En-03638,Love it when @JenniferHorn is laughing as hard at @brianwhitman's rif as I am! 😂 #crying 🤣🤣 #chateaubriand @MorningAnswerLA,sadness,NONE
2018-En-03487,"Catching up on Greys, almost couldn't make it through two episodes because of how sad the storyline was. Two best/worst eps for me. ",sadness,NONE
2018-En-02828,My #dark heart is filled with glee whenever I hear #thunder.,sadness,NONE
2018-En-04004,it sucks that my phone got formatted earlier and all contacts and apps are gone 😥,sadness,NONE
2018-En-03385,Cool and dreary in the orchard this morning. If you're a die hard picker and still want to come out please dress accordingly.,sadness,NONE
2018-En-00897,Of course Molina #bitter,sadness,NONE
2018-En-01966,"@sultanseok mdnjd to keep it short,, theres a hero in percy jackson whose name is thalia and she gets turned into a pine tree when she dies",sadness,NONE
2018-En-01577,#Two legged stool sample... #humor #serious #comedy,sadness,NONE
2018-En-00491,"“Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.”\nGalatians 6:9 NIV",sadness,NONE
2018-En-00288,@realDonaldTrump Anything to keep you from destroying this country you're #makingamericastupid #sad,sadness,NONE
2018-En-03864,"You can't change who people are, but you can love them #sadly",sadness,NONE
2018-En-00375,We are all in this together and we #sink together or we #swim together,sadness,NONE
2018-En-03006,#depression is a condition which will affect an estimated one in five of the population at some point in their lives,sadness,NONE
2018-En-03956,wanna hangout with mah bessy ☹,sadness,NONE
2018-En-03172,"It's not length, it's A #gnawing #sense of #dread.",sadness,NONE
2018-En-02973,I want a friendship group like in Friends 😧,sadness,NONE
2018-En-03482,"Youth an embarrassing unavoidable affliction, thankfully temporary. (altered sentence from New York Times book review)",sadness,NONE
2018-En-03062,@justicemalala The Guptas is the middle man from hell. ..men with cigars sitting and plotting in the dark of night,sadness,NONE
2018-En-03395,@AynRandPaulRyan @DonaldJTrumpJr Delusional.  Disgraceful.  Democrat.  Enough said. ,sadness,NONE
2018-En-00213,the thing about living near campus during the summer is that it's a ghost town but now everyone is back and im #annoyed,sadness,NONE
2018-En-02979,@AaronSandhu23 I'm sorry for any disappointment Aaron. It could be worth asking to move seats if you aren't happy to sit by the exit ^BM,sadness,NONE
2018-En-03079,✧ omg this photo tho 😂 anyways did we talked already?? i rarely see u on my tl :( i hope we can be more close ily! 💕,sadness,NONE
2018-En-02122,@madlemmingz Video N/A 😟,sadness,NONE
2018-En-03496,The best bridge between despair and hope is a good night's sleep.,sadness,NONE
2018-En-02171,The word #set tells a #setup is with #unwelcome: \n#upset\nVictims too much with #victims\n\n#churchesarenowtelling #languageloaded at #bad say,sadness,NONE
2018-En-03297,I'm so sick of that 'I'm done w. My ex na we're never getting back together' crap so You can get back together in like a month 😂,sadness,NONE
2018-En-02761,@Fox_Claire Because sometimes rules are there to be broken ,sadness,NONE
2018-En-03755,ditched 😧,sadness,NONE
2018-En-00958,Signs of Incipient Faggotry are the arsehole quivering and puckering.,sadness,NONE
2018-En-04021,Just can't sleep but thinking about you always hmmm. #pensive,sadness,NONE
2018-En-00926,"Williams Lake on evacuation alert as fires rage near the city of 10,000+. Developments from overnight + forecast - 5am @GlobalBCMorning",sadness,NONE
2018-En-02860,It's okay sus. Let that hurt go 🤗 * that's me hugging ya bitter ass * 😂😂😂,sadness,NONE
2018-En-02961,nothing better than going on holiday when the weathers grim at home,sadness,NONE
2018-En-00285,Goddamn fucking piece of shit panic attacks...,sadness,NONE
2018-En-03699,@jayteemuro Man people wont mourn the 9 chaps beheaded by terrorists. But they will mourn a corrupt killer politician,sadness,NONE
2018-En-02413,bcuz of a photoshopped pic of chanbaek lea is gonna get kicked out of her house #tragic #heartbreaking,sadness,NONE
2018-En-01782,"Thus said the Lord God...”I have heard your #prayer, I have seen your #tears, behold, I will #heal you”... 2kings 20:5a #hope #joy #jesus",sadness,NONE
2018-En-02834,"Have you ever just cried, because you were in the middle of some bomb rest and someone woke you up with an emergency. #sleep #cry #kms #dead",sadness,NONE
2018-En-02166,If your only response to this current political crap show is 'but Hillary!!' Or 'but Obama!!' you need to start looking for a new argument.,sadness,NONE
2018-En-00353,okay I really need to update my folio but I'm STILL in bed at 2:59pm listening to Banks on repeat. Feeling that #melancholy from her songs,sadness,NONE
2018-En-02488,"This the way I rage, \n\non sum wopstar shit ⭐️",sadness,NONE
2018-En-02327,that moment when you feel meaningless and just feeling like you cant do anything right =*( #foreveralone ,sadness,NONE
2018-En-02550,"@emilyhroderick Electronics also have foibles, personality faults, like to sulk and crash just like humans... switch off and desolder",sadness,NONE
2018-En-04215,"Honestly, with all I've been through, I know I'm the strongest person. \nEmotionally tho 😀\nCoz small blow and I'm in a pool of tears.",sadness,NONE
2018-En-03525,this person hasn't uploaded episode six or seven of the lodge and i'm ,sadness,NONE
2018-En-02637,Why  o they call it a happy mea. if it tastes like a whole lot like depression.,sadness,NONE
2018-En-04226,I loved you even when everyone told me it was a bad choice 😕 #wish #you #stayed #away,sadness,NONE
2018-En-02694,Was sort of hoping #EclipseDay would mean my world would change and cardio would make me go blind #EclipseSolar2017 #dissapointed #exercise,sadness,NONE
2018-En-03447,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM,sadness,NONE
2018-En-03994,Wishing I had something in my mouth rn 😩 #help #naughty #bad,sadness,NONE
2018-En-01084,"@jonesy031184 Yeah I've had that, l say hopefully you'll never get it then you horrific waste of skin.",sadness,NONE
2018-En-00267,I LOVE THIS LIFESTYLE!!! SE4L #SEGC #sober,sadness,NONE
2018-En-02668,You know where not to get socks? At @hm #horrible I have to put rubber band in my ankles just to get thru a min w/out them falling off 🙄😑,sadness,NONE
2018-En-01566,@Traonach It's an evening for lying around doing feck all. Looks like an October evening down here #miserable,sadness,NONE
2018-En-02072,Mon the Blues! #origin #queenslandvsnsw #blues #hayneplane 🔵🔵🔵🔵🔵🔵🔵,sadness,NONE
2018-En-02337,"Mothafuckas wanna adopt the dark, but I was born in it",sadness,NONE
2018-En-00605,@nwg83 I keep expecting it to happen. 😟 ,sadness,NONE
2018-En-03273,@KendallJenner #Love lights #up old tasks will soon going and!!! #serious,sadness,NONE
2018-En-03196,"Sometimes it takes sadness to know happiness, noise to appreciate silence and absence to value presence.",sadness,NONE
2018-En-01267,@ananavarro I don't even read the news anymore is to depressing,sadness,NONE
2018-En-02818,post wireless blues is too real 😒😒,sadness,NONE
2018-En-02995,@LeahRemini These stories are so #heartbreaking #ScientologyTheAftermath Please continue to bring #truth to the surface. Ur helping humanity,sadness,NONE
2018-En-04105,@virginmedia Nope and never has despite tech support saying it's a network issue. Support and communication has been awful.,sadness,NONE
2018-En-03420,"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",sadness,NONE
2018-En-04258,@BugsySeigal been reading your Twitter this lunchtime... you're very angry aren't you 😂😂,sadness,NONE
2018-En-02177,"You still have hope Of being lonely, apart, not having a baby. #dismal",sadness,NONE
2018-En-04116,I don't even have a Parking infraction in this City I Graduated 25 years ago. I have been completely #sober since May of last year. #RockOn!,sadness,NONE
2018-En-01191,"So u see, I just wasted 2 hrs to see some extra shadows in the middle of the day #SolarEclipse2017 #dissapointed #OVERHYPED",sadness,NONE
2018-En-00954,Saddest part about messing up both my legs/ankles? I miss heels. Being a 7fg giant was fun. #sadness,sadness,NONE
2018-En-04130,"James to Bayern is probably the smartest choice for him.\n\nAnd, frankly, this kind of scares me 😲",sadness,NONE
2018-En-00583,@Channel9 how could you put this show on air !! Disrespectful to so many mums and families 😡,sadness,NONE
2018-En-03208,'I hear that.. Your sadness. But human can be stronger with defeat their sadness!',sadness,NONE
2018-En-02169,"@ElectraHotels very very disappointed from the level of service so far. No concierge service,No housekeeping,No room service #unhappy",sadness,NONE
2018-En-02906,"ㅤ❬ @Redolent0fGrief ❭\nㅤㅤㅤ— know what else to use to make you stop sulking..” He sighed heavily, before putting on a weary expression.",sadness,NONE
2018-En-03912,@DarHeidemann Not good. Rats nest get rid of them before they chew your wiring $$$$. I also heard they hate the smell of pine sol.,sadness,NONE
2018-En-03455,"AJ ends up being a terrible character, but no one in his family ever actually speaks to him. He witnesses so much and just gets sent away.",sadness,NONE
2018-En-00134,Y'all hate anything y'all not apart of or don't understand.. #miserable,sadness,NONE
2018-En-02189,Thames beach #datamosh #glitch #glitchart #digitalart #abstractart #newmediaart #imagemanipulation #londontown #riverthames  #dystopia,sadness,NONE
2018-En-03620,@cteeezy Lmfao look at it sober . 7102017 says 7102017 backwards lol and that was the date yesterday,sadness,NONE
2018-En-02654,Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,sadness,NONE
2018-En-02957,@Skyscanner horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore £200 ,sadness,NONE
2018-En-01842,"I have been very lucky to have had friends who cared for me through phases of #depression. However, sometimes their help felt Big Brother...",sadness,NONE
2018-En-03898,Bad day with @Uber_India took 3 trips today out of which two were real bad experience #upset,sadness,NONE
2018-En-01254,Not being able to jump on #mechwarrioronline is killing me . #awful #internet,sadness,NONE
2018-En-01199,The Knight King taking Viserion from us ... its time to riot. YOU CANT JUST DO THAT TO US #GOT7 #GameOfThrones #WHY #tears,sadness,NONE
2018-En-03634,@ghenesnowdon @NoOneGOT2 @MochaUson Exactly  because of their  #FiatLoserIdiotAquinoFollower,sadness,NONE
2018-En-03472,@Scientists4EU that is amazing not only can it make people hear it can make us all #cry as well 😘,sadness,NONE
2018-En-02263,I've developed a new philosophy... I only #dread one day at a time.,sadness,NONE
2018-En-02885,"We get #upset when we are #overlooked for doing things for others, even small things. Imagine how #Jesus feels when he died for our sins.",sadness,NONE
2018-En-03029,@payne_quaray You might have been doing it for the wrong one. Don't fret 😟,sadness,NONE
2018-En-00923,"@iamsiroberts Go and see the hell hole which is Halton, now that'll depress you.",sadness,NONE
2018-En-03212,"WTF ! @JonnyBones people love you, stay off the dick pills!!!  #goldensnitch",sadness,NONE
2018-En-00808,"@davidallengreen The difference of being a third country in negotiations, as opposed to a member state, hasn't sunk in yet",sadness,NONE
2018-En-00301,the only problem people should have in the morning is burning their tounges on hot coffee (like i just did),sadness,NONE
2018-En-04288,"@somirlh I'm strong enough,somi-yaa ㅠㅠ\nDon't cry 😂",sadness,NONE
2018-En-00801,@MichaelGrantBks @BethellMarilyn @foxandfriends @realDonaldTrump You are a very bitter person.....sad!!,sadness,NONE
2018-En-02235,"Grateful for the rooms of AA, with them I learned that I don't needalcohol or prescription medication to deal with chronic pain.  #xa #sober",sadness,NONE
2018-En-00367,I don't know how to feel about the season finale of .,sadness,NONE
2018-En-03992,"@TransMediaWatch This isn't about the UK government, sadly: reading what I can of the article, it's coverage of the Irish law review.",sadness,NONE
2018-En-02481,"@oliverdarcy yes, it's awful :(",sadness,NONE
2018-En-02847,Tonight taught me that it's ok to open up about the past and let emotion take over. #getreal #cry,sadness,NONE
2018-En-00409,She will always be my bff ever 😭,sadness,NONE
2018-En-00485,#unforgiveness lives in the #dark,sadness,NONE
2018-En-00091,@lifeinthemix @CNN You haven't answered it. Is it better the kid kill himself because he's so unhappy?,sadness,NONE
2018-En-00854,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",sadness,NONE
2018-En-00075,its #easy to be #unhappy 😐,sadness,NONE
2018-En-04357,They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,sadness,NONE
2018-En-00304,Thank God for grace ,sadness,NONE
2018-En-03573,"@ChikagaiHeichou Carla took Eren over to a bench so he could sit down again, sensing his weariness she thought it would be best if he »",sadness,NONE
2018-En-00376,@iamjannn And life is a nightmare,sadness,NONE
2018-En-01712,It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,sadness,NONE
2018-En-02895,There really isn't a more depressing feeling than coming home from a holiday 🙇🏽‍♀️🙇🏽‍♀️,sadness,NONE
2018-En-02402,@laurierecords The worst is getting so very close to life changing contracts and coming up short.  Feels like starting over. :-/ #relentless,sadness,NONE
2018-En-02360,"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success",sadness,NONE
2018-En-03443,better care about yourself than about others because others wont care about you #lonely #sad #depressed,sadness,NONE
2018-En-03878,"@PreetBharara “Ask,” lol. Looks like gene pool on male side of Trump family #sadly lacking.",sadness,NONE
2018-En-02772,"No matter how much @ZescoUnitedFC lights up the forest, they end up getting lost 😂 \n#ZescoForest\n#SSBola",sadness,NONE
2018-En-02432,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",sadness,NONE
2018-En-00528,@itvnews Pound has dropped despite #UK #Govt proposals - duh it's #BECAUSE of the #idiocy &amp; #arrogance of them that it's #dropped ☹️,sadness,NONE
2018-En-04015,@jennvalley14 There would be no hesitation in naming 50 other things I'd rather be doing rn,sadness,NONE
2018-En-02406,@balleralert @akadmiks these kind of cops are the reason people hate cops &amp; cant trust anything ,sadness,NONE
2018-En-02993,"#YummyMummiesAU Are you serious! Breastfeeding should be illegal?! You breathing our air should be illegal, dumbass! #stupid",sadness,NONE
2018-En-01448,its horribly gloomy out rn and im flourishing,sadness,NONE
2018-En-00462,Grind smarter.  #Hustle #Grind,sadness,NONE
2018-En-04043,"I'm an Indians fan so, I hate Joe Buck. Im glad he looks old af now. 😂 #bitter #AllStarGame",sadness,NONE
2018-En-03399,"Wanting to leave this planet, listening to what gets radio-play #grim",sadness,NONE
2018-En-03960,@mikepicone55 Heeheeee. 😆 I'm at the point where both can happen simultaneously. It's very disappointing.,sadness,NONE
2018-En-03748,@wine_mum_ @Bob_Lawblaw Please. Don't insult Goths.,sadness,NONE
2018-En-01112,"@_mayatp Looks it's daisy in her natural habitat, doing her natural face, with the natural annoying growl that turns into a terrible bark",sadness,NONE
2018-En-00992,@K_I_Am2U Oh God no. Trash TV should never be dull.,sadness,NONE
2018-En-00558,@OfficerHedgehog That story just made me do a little sick in my mouth #grim,sadness,NONE
2018-En-03331,@ghenesnowdon @NoOneGOT2 @MochaUson Exactly  because of their  #bitterness   #FiatLoserIdiotAquinoFollower,sadness,NONE
2018-En-00274,@camairco Increased flights from 70 - 100 without increasing your fleet=Significant delays since the beginning of this month. #disappointing,sadness,NONE
2018-En-01703,"@realYoshiPlayer No offense, but this post makes you look like an opinion disrespecter.",sadness,NONE
2018-En-00163,"When people tell me they're a huge fan of #LordOfTheRings, but they've never read any of the books...\n\n#sadness #despair #misery #covfefe",sadness,NONE
2018-En-04235,I graduated yesterday and already had 8 family members asking what job I've got now 😂 #nightmare,sadness,NONE
2018-En-01355,@InsafPK one dirty fish  makes the whole pond murky and dirty... no chance of any justice...when all trying to please .... play boy,sadness,NONE
2018-En-02435,dark lucha truly is the best,sadness,NONE
2018-En-00149,"@chuckwoolery I Feel sick reading this, when does it end? #dread #civil war? #sad",sadness,NONE
2018-En-02270,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams,sadness,NONE
2018-En-00995,'....trying to work out how a band featuring Corin Tucker and Peter Buck (REM) could be so bad.' WAAHHHHH @normanrecords  #devastated,sadness,NONE
2018-En-02805,"We are hard-pressed on everyside, yet't crushed; we are perplexed but't in despair; persecuted, but't forsaken; struck down, but't destroyed",sadness,NONE
2018-En-01349,@DPD_UK apparently u left a calling card... @ which address cos it certainly wasn't the address u were supposed to be delivering 2!!! #awful,sadness,NONE
2018-En-03914,"@republic Muslims r justifying terror attacks on Hindus citing babri, but who is hurting Hindu sentiments time and again by killing cows?",sadness,NONE
2018-En-04158,I have had to park up. Of course that was a racist comment. Is this @LBC presenter crazy!!!  #dissapointed,sadness,NONE
2018-En-03734,"#TONITEinASHEVILLE: @TALsounds w/Matchess, Nothing But Net &amp; Mushigo Palm @themothlight, #blues dance @TBobAVL 11pm\n#avlent #avlmusic #AVL",sadness,NONE
2018-En-01840,@LovinUnited That'll be Madrid throwing a huff over Morata and De Gea. Fuck them,sadness,NONE
2018-En-00654,@TheNickCrompton change your name to Nick Crumpton you filthy obese brit. #serious #halfjoking #britsarentall bad #ilovepyrocynical #so #lol,sadness,NONE
2018-En-00775,@khairallahtarek Ohhh i want starbucks 🙁,sadness,NONE
2018-En-01739,if anyone has any tips to help me worry less then hmu,sadness,NONE
2018-En-03779,Just started p30 @mrjonathanlynn's SAMARITANS. Spot-on Orwellian discription of #US HealthCare tragedy exploitations melancholic &amp;HILARIOUS!,sadness,NONE
2018-En-03980,And all the bullshit in your live ends and nothing will bother you ever again #depression,sadness,NONE
2018-En-03975,"@NJ_1288 To spread some cheer in your colleagues otherwise dull life? It's like 'hey dude u got no chills, here have some email' 😜",sadness,NONE
2018-En-03535,"@vspearson85 @tjathurman I can do it too, though it also happens involuntarily when I'm really tired or really bored, which is irritating :S",sadness,NONE
2018-En-04351,Your smile could never make me frown.,sadness,NONE
2018-En-00855,@OliviaSundberg1 thanks for this – the perspective is shocking. it's getting to a point where it's near that number every week now.,sadness,NONE
2018-En-03012,@WILLLANNO Man u r just bitter about Manu making great strides...,sadness,NONE
2018-En-03114,Nobody is very tough in this life. Everybody feels the sadness but they sometimes pretend to smile.,sadness,NONE
2018-En-02939,Nothing is more beautiful than real smile that has struggled through tears.,sadness,NONE
2018-En-04024,although I laugh and I act like a clown beneath this mask I am wearing a frown my tears are falling like rain from the sky,sadness,NONE
2018-En-00774,the one who stayed,sadness,NONE
2018-En-03566,@WxLadyFelicia @WPTV @FOX29WFLX @cityofboynton That's a horrible picture cause it makes me jealous I am not there.,sadness,NONE
2018-En-01511,i cant do this all alone 😟,sadness,NONE
2018-En-01040,@worldonalert horrible when and where exactly happen ?,sadness,NONE
2018-En-00165,No offense to the girl next to me but dousing yourself with cheap cologne won't hide your rank smell,sadness,NONE
2018-En-03442,I think I have post gay weekend blues... so I bought a dildo 👍🏻,sadness,NONE
2018-En-02672,welp we're gonna die in anatomy lab I guess 🤷‍♀️ #rip ,sadness,NONE
2018-En-02747,When you watch @WSOP #MainEvent and play a small tourn. in your local 🇦🇹 cardroom. #limpedpot #familypot #horrible #polkish,sadness,NONE
2018-En-00417,@kylegriffin1 @tkdmike you mean the 🍊🤡 didn't tweet the correction...? #shocking,sadness,NONE
2018-En-00756,I've seen the innocence leave your eyes. I still mourn this death.,sadness,NONE
2018-En-03026,A shout out to all fellow #12Step-pers. You got this! #recovery  #clean,sadness,NONE
2018-En-02089,"@NexaExperience Most pathetic after service experience for Baleno servicing, #horrible Feel i have made a mistake buying",sadness,NONE
2018-En-03154,my favourite thing about being a comedian and having my days free - the naps \n\nmy favourite thing about having depression - the naps,sadness,NONE
2018-En-01329,"your tongue\n\non top of my bone\nlonging to be a destitute\nknelt down\nyou, weeping love\n\nI kill merciless.\n\n#poem #dark #amwriting",sadness,NONE
2018-En-00646,@IrregularChoice ..about 6/7 of the rose gold balls have come off 😭 #devastated,sadness,NONE
2018-En-00266,Day 10 !!!! #milestone #sober slept 12 hours last night rather than my usual 6 my body made me had no choice.,sadness,NONE
2018-En-03678,"i want my better days to be here already bc i cant handle any more anger, heartache, n disappointment\ni srsly cant withstand being human lol",sadness,NONE
2018-En-03277,I hung up on my manager last night 😭,sadness,NONE
2018-En-03922,@whatthefarrugia still trembling,sadness,NONE
2018-En-01410,"@h258_laura @leiafrater I don't like horror movies, leave me alone",sadness,NONE
2018-En-02409,"Said it once and I'll probably say it again, anything more depressing than making your sandwiches for work the next day #cry",sadness,NONE
2018-En-00468,"@dhume She did grieve in her previous tweets, what's wrong with pointing out hypocrisy? Or is it Hindus are not when entitled to that?",sadness,NONE
2018-En-00043,it takes sadness to know happiness\nabsence to value presence,sadness,NONE
2018-En-01069,@MercedesUKTeam Yes I tried but no help really. No contact back from them. #dissapointed,sadness,NONE
2018-En-04255,these gloomy days outside have me like 😍🖤,sadness,NONE
2018-En-02400,I think I was more sober when I was drunk.,sadness,NONE
2018-En-02571,@EllyySchlordt it's awful!,sadness,NONE
2018-En-00678,@BachParadise  #DeMario was a player but even an allegation of #sexualassault will ruin a life. Be damned sure it's true. #heartbreaking,sadness,NONE
2018-En-00348,"My life has been a #crazy, #painful, #awful journey full of #disappointment, #harassment &amp; #abuse",sadness,NONE
2018-En-01270,@djsantero I'm feeling bad for the family dog.  #nightmare,sadness,NONE
2018-En-00911,#horror fiends... what should I watch on @horror_channel or @NetflixUK tonight???,sadness,NONE
2018-En-00717,@bugwan Crown? Teaching the kiddies to have a flutter?,sadness,NONE
2018-En-03629,"Dear fellow #humans do not fall in #despair ! Soon we'll #drink #beer in #satanists élites skulls, #celebrating #end of #kakocracy 🐬",sadness,NONE
2018-En-02415,Roses are pine green buttercups are aliceblue sugar is sweet and so on,sadness,NONE
2018-En-01117,I hella should've stayed natural in college,sadness,NONE
2018-En-02478,@IvankaTrump What's up w the profile pic?? ,sadness,NONE
2018-En-00606,#InsteadOfHittingTheGym I'll hit my son #disappointment #respectisearned,sadness,NONE
2018-En-01811,'She's alway been an achiever'\nI feel like I'm not.\n #thoughts ,sadness,NONE
2018-En-02714,I own lots of roller skate tools... and my new ones have different sizes on EVERY single screw 😭 #newskates #cry,sadness,NONE
2018-En-03720,"@FlamingGrillby 'my own mistakes?' Grisk asked - well, more of a growl 'My mistakes meant that I could /learn/ from them and improve!'",sadness,NONE
2018-En-02349,Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired ,sadness,NONE
2018-En-04193,I give up! #simples #unhappy #fedup,sadness,NONE
2018-En-03347,i feel like i'm downcast 😶,sadness,NONE
2018-En-00425,@julyxnthegreat i hope so too.... ☹,sadness,NONE
2018-En-03359,"SC throws ball in Union Govt's court , Says  Govt should make law on #TripleTalaq  #disappointing",sadness,NONE
2018-En-01282,"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong.",sadness,NONE
2018-En-03635,"This 'town hall' is nothing but a free advertisement for republicans, platform courtesy of  CNN! \n#ryantownhall #disappointing #propaganda",sadness,NONE
2018-En-00046,@mmatches100 your limited palettes are hecking gorgeous im just staring endlessly at this in awe while tears run down my face,sadness,NONE
2018-En-01521,Having a bad day @TescoIrl #nightmare,sadness,NONE
2018-En-01705,@gemmadanieIs Hahahahahahahah a want to move out as well 😢,sadness,NONE
2018-En-03225,Beyond disappointed with @HeidiSomers clothing line and service. Lulu never asks questions about returns. Not getting money back. #horrible,sadness,NONE
2018-En-04060,@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw,sadness,NONE
2018-En-01057,That maybe she just lost her job in the recession and is trying out a new career path,sadness,NONE
2018-En-00720,Seems like the only time spent sober these past few days was when I was sleeping. And even then I was waking up faded lol,sadness,NONE
2018-En-01767,"#nokia6 announced in US after India., still its available there..and in india waiting since ages. #bad @nokiamobile #disappointed",sadness,NONE
2018-En-04211,.@POTUS every other President has said you can really only govern foe 18 months until the re-elect. Why are you focused on 2020 now? #scared,sadness,NONE
2018-En-03775,@alixsharkey @mrjamesob Would not be surprised if he was moved on. He has clearly lost the mood of the nation,sadness,NONE
2018-En-02992,Absolutly shocking service from @bookingcom especially when owed £327 Expected better from a comp Ive dealt with 4 yrs #unhappy #badservice,sadness,NONE
2018-En-01163,|| This weird ass TL reminded me i need to update my accounts... ,sadness,NONE
2018-En-00507,That person that #TalksTooMuch it becomes fucking #frustrating &amp; you get #mad but u have to pretend ur interested cos ur a nice person,sadness,NONE
2018-En-01677,@JanclydeCEspino at one point this is what i wanted rba sa? hahaha pero di jud oy di jud ☹ what if ga humss ta? 😭,sadness,NONE
2018-En-01297,Getting up for work is so much harder when Charles doesn't have to 🙁,sadness,NONE
2018-En-02041,@Lxthal_ got a drive and got fouled and sunk one of the free throws,sadness,NONE
2018-En-00306,"@MFaizAbdulKarim And i'm serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend.",sadness,NONE
2018-En-02444,yesterday was amazing. thank u #mtv cant wait for the #interview the #irony is 7.10 was also supposed to be my 7 yr anv. plus6yr. ,sadness,NONE
2018-En-04290,"The eclipse wasn't all that, maybe a 3/10. I've had Happy Meals that were more exciting. #Eclipse #SolarEclipse2017 #disappointment",sadness,NONE
2018-En-01279,Am I the only person in the world that prefers rainy cold day than hot sunny day? \n#summer #melancholy #idontliketosweatuh,sadness,NONE
2018-En-00340,"' #TheXFactor returns next week ' exclaims the 'trend' notification.\n\nOh deep fucking joy, exclaims I. #dreadful  #pastitsselldate #quitit 💤",sadness,NONE
2018-En-01976,Edge of my seat @GameOfThrones loved it #dragonsontheWall ,sadness,NONE
2018-En-02899,"God's help for Israel in Isaiah 41:10, is for u today. Don’t be afraid or discouraged, He's ur God who will strengthen, help &amp; hold u up.",sadness,NONE
2018-En-00792,@realDonaldTrump Maybe we can save them all from the desolate hell that I have no idea about,sadness,NONE
2018-En-04040,And let the depression take the stage once more 🙃,sadness,NONE
2018-En-03189,"@johntassparker Well, at the time, I think there was that concern. Now it is all bright and shiny with a price tag to match.",sadness,NONE
2018-En-03403,@namivague huhu kak help me through all of this ,sadness,NONE
2018-En-01119,I cry whenever they call me mico chan 😭,sadness,NONE
2018-En-00969,How the jeff am I gonna cope @ KC. Diagnosed myself with 3 serious illnesses this morning &amp; spent £22 on ailments from the chemist,sadness,NONE
2018-En-03772,oh crap...I lost $100 on poker games yesterday :(,sadness,NONE
2018-En-01092,"We must accept finite disappointment, but we must never lose infinite hope. - Martin Luther King Jr. #hope #disappointment",sadness,NONE
2018-En-02362,Curtis is back at work today 😥,sadness,NONE
2018-En-01172,"@realDonaldTrump There's a time and a place for the exclamation point, and it is not when offering condolences. #gravitas #solemnity",sadness,NONE
2018-En-02100,When you're saving loads of money not drinking so you start buying ALL THE THINGS #sobergirlproblems  #sobriety,sadness,NONE
2018-En-02513,"my name is sara, im 20 years old and i cant believe boiling an onion is making me cry",sadness,NONE
2018-En-02723,I need a LIST of group that debuted in 2010 and disbanded so I can grieve,sadness,NONE
2018-En-02008,@nickjonas is coming for DePaul's welcome week and I'll be in Cali 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄 #pissed,sadness,NONE
2018-En-00638,"@solshaz @na_myung you bad wife,ate all his food 😂",sadness,NONE
2018-En-00069,"@simon_schama As a lifelong Democrat, can't say how much it angers and saddens me that the party of Lincoln and Reagan has sunk to this.",sadness,NONE
2018-En-00388,UPDATE: One person dead &amp; another in serious condition after home invasion in Flint. Incident happened in college cultural center area.,sadness,NONE
2018-En-04175,@Miss_Wisconsin It's amazing what not being told no enough can raise. #horrid,sadness,NONE
2018-En-03366,Free yourself from the poisonous and laborious burden of holding a grudge. @SteveMaraboli #quote,sadness,NONE
2018-En-01364,"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends",sadness,NONE
2018-En-00514,Just watched #TheDarkTower &amp; I ask how did @StephenKing let them destroy a Literary masterpiece is beyond me. #crap #disappointment #fixit,sadness,NONE
